subj_idx,species,coh,rt,response,subjectID
15,rat,0.9,0.93746,1,382
15,rat,0.7,1.717489,0,382
15,rat,0.4,0.887503,1,382
15,rat,0.7,1.087505,0,382
15,rat,0.4,1.077502,1,382
15,rat,0.5,0.857484,1,382
15,rat,0.4,1.047532,0,382
15,rat,0.9,0.99746,0,382
15,rat,1,0.987324,1,382
15,rat,0.7,0.87754,0,382
15,rat,0.9,1.047443,1,382
15,rat,0.4,1.037424,1,382
15,rat,0.6,1.087385,1,382
15,rat,0.7,0.987526,0,382
15,rat,0.8,1.347448,1,382
15,rat,0.5,0.847497,1,382
15,rat,0.5,0.817529,1,382
15,rat,0.4,0.917438,0,382
15,rat,0.5,1.027542,1,382
15,rat,0.9,1.177471,0,382
15,rat,0.5,1.647453,0,382
15,rat,0.5,1.067407,0,382
15,rat,1,0.91744,0,382
15,rat,1,1.057507,0,382
15,rat,0.6,0.877518,0,382
15,rat,0.7,0.937801,0,382
15,rat,0.9,1.49737,1,382
15,rat,0.9,1.037365,0,382
15,rat,0.4,0.747463,0,382
15,rat,0.7,1.047456,1,382
15,rat,1,0.897417,1,382
15,rat,0.4,1.447508,1,382
15,rat,0.7,1.047521,0,382
15,rat,0.9,1.057418,0,382
15,rat,0.8,1.617382,1,382
15,rat,1,1.387459,0,382
15,rat,0.5,0.857425,1,382
15,rat,0.7,1.037578,0,382
15,rat,0.9,1.067394,0,382
15,rat,0.7,1.10706,1,382
15,rat,0.4,0.957443,1,382
15,rat,0.8,0.937489,1,382
15,rat,0.5,0.927425,0,382
15,rat,0.7,0.827462,0,382
15,rat,0.5,0.98751,1,382
15,rat,0.6,0.947527,0,382
15,rat,0.5,1.397467,0,382
15,rat,0.9,1.037634,0,382
15,rat,0.8,1.27744,1,382
15,rat,0.4,0.987482,1,382
15,rat,0.8,1.087191,0,382
15,rat,0.5,0.957408,0,382
15,rat,0.9,0.947635,1,382
15,rat,0.5,1.497229,0,382
15,rat,0.7,1.017457,1,382
15,rat,0.7,0.837559,1,382
15,rat,1,0.807537,0,382
15,rat,0.6,0.867448,1,382
15,rat,0.8,0.967454,1,382
15,rat,0.8,0.898078,1,382
15,rat,0.9,1.357507,1,382
15,rat,1,0.79746,1,382
15,rat,0.6,0.977518,1,382
15,rat,0.9,0.867493,1,382
15,rat,0.9,1.137458,0,382
15,rat,1,1.037536,1,382
15,rat,0.6,0.897441,1,382
15,rat,1,0.97743,1,382
15,rat,0.9,1.0275,1,382
15,rat,0.9,0.707568,1,382
15,rat,0.5,1.337278,1,382
15,rat,0.7,0.967504,1,382
15,rat,0.7,0.897491,0,382
15,rat,0.8,0.897444,0,382
15,rat,0.7,0.867665,0,382
15,rat,0.4,0.667316,1,382
15,rat,0.6,0.887472,1,382
15,rat,0.7,1.357479,1,382
15,rat,0.8,0.887507,1,382
15,rat,0.6,1.287461,0,382
15,rat,1,1.167387,1,382
15,rat,0.7,0.907489,1,382
15,rat,0.8,1.407387,1,382
15,rat,0.8,1.107406,0,382
15,rat,0.8,0.917422,0,382
15,rat,0.8,1.057649,0,382
15,rat,1,0.847724,1,382
15,rat,0.8,1.037519,1,382
15,rat,1,0.887711,1,382
15,rat,1,1.067413,1,382
15,rat,0.4,0.887406,0,382
15,rat,0.8,0.807582,1,382
15,rat,0.7,1.027342,0,382
15,rat,0.7,1.087342,1,382
15,rat,0.8,1.06751,1,382
15,rat,0.6,1.077349,1,382
15,rat,0.5,0.777442,0,382
15,rat,0.4,0.867526,1,382
15,rat,0.7,1.058237,1,382
15,rat,0.4,1.157316,1,382
15,rat,0.7,0.877458,0,382
15,rat,1,1.017498,1,382
15,rat,0.8,1.087545,0,382
15,rat,0.5,1.087415,1,382
15,rat,0.9,1.077503,1,382
15,rat,0.4,0.907452,1,382
15,rat,0.8,0.987472,1,382
15,rat,0.7,1.067512,1,382
15,rat,0.7,0.917469,1,382
15,rat,0.7,1.027438,0,382
15,rat,0.5,1.557396,1,382
15,rat,1,0.927293,0,382
15,rat,0.8,0.827469,1,382
15,rat,0.6,1.4675,0,382
15,rat,0.8,0.797386,0,382
15,rat,0.4,0.847476,0,382
15,rat,0.5,0.827186,0,382
15,rat,0.5,0.867593,0,382
15,rat,1,1.337375,1,382
15,rat,0.5,1.196004,1,382
15,rat,0.9,1.177382,1,382
15,rat,0.5,1.097437,1,382
15,rat,0.7,1.047438,1,382
15,rat,0.9,1.027407,1,382
15,rat,0.6,0.997458,0,382
15,rat,0.8,0.947457,0,382
15,rat,1,1.137417,1,382
15,rat,0.7,0.947577,0,382
15,rat,0.5,0.857477,1,382
15,rat,0.8,1.10746,0,382
15,rat,0.4,1.317435,0,382
15,rat,0.4,0.827457,1,382
15,rat,0.7,0.811127,0,382
15,rat,0.4,1.05742,1,382
15,rat,0.4,0.937471,0,382
15,rat,0.5,0.897584,0,382
15,rat,1,1.117105,1,382
15,rat,0.6,1.147469,1,382
15,rat,0.7,1.037549,1,382
15,rat,0.6,1.517395,0,382
15,rat,0.7,0.987469,1,382
15,rat,0.7,1.047511,1,382
15,rat,0.6,0.947472,0,382
15,rat,0.6,0.997474,0,382
15,rat,1,0.96751,1,382
15,rat,0.9,1.1275,0,382
15,rat,0.4,0.767203,0,382
15,rat,1,1.097475,1,382
15,rat,0.5,0.877311,1,382
15,rat,0.7,1.147449,0,382
15,rat,0.6,1.247397,1,382
15,rat,0.9,0.86739,0,382
15,rat,0.4,1.066981,1,382
15,rat,0.6,0.917428,0,382
15,rat,0.4,0.827408,1,382
15,rat,0.8,1.227477,1,382
15,rat,0.7,1.227416,1,382
15,rat,1,0.946918,1,382
15,rat,0.6,0.907348,0,382
15,rat,1,1.107109,1,382
15,rat,0.7,1.157466,1,382
15,rat,0.7,1.267383,1,382
15,rat,0.8,1.069676,1,382
15,rat,0.5,0.947316,1,382
15,rat,0.6,1.297483,1,382
15,rat,0.8,0.9575,1,382
15,rat,0.9,1.027449,1,382
15,rat,0.5,1.137475,1,382
15,rat,0.4,1.527481,0,382
15,rat,1,1.127383,0,382
15,rat,0.8,1.767452,1,382
15,rat,1,1.047332,1,382
15,rat,0.5,1.347496,0,382
15,rat,0.8,1.557459,0,382
15,rat,0.9,1.087447,1,382
15,rat,0.6,0.91757,0,382
15,rat,0.4,1.147454,1,382
15,rat,0.5,0.887484,1,382
15,rat,0.5,1.207097,1,382
15,rat,0.4,1.037472,1,382
15,rat,0.6,1.10743,1,382
15,rat,0.7,1.487419,1,382
15,rat,0.9,1.307507,1,382
15,rat,0.4,1.277458,1,382
15,rat,0.9,0.987428,0,382
15,rat,1,0.897485,1,382
15,rat,0.4,0.817456,1,382
15,rat,0.4,1.007495,1,382
15,rat,0.8,0.997525,1,382
15,rat,0.5,1.437448,1,382
15,rat,0.4,0.917498,1,382
15,rat,0.6,0.937495,0,382
15,rat,0.5,1.737589,1,382
15,rat,0.6,0.859803,1,382
15,rat,0.9,0.96761,1,382
15,rat,1,1.267535,1,382
15,rat,0.9,1.517434,1,382
15,rat,0.4,0.907472,0,382
15,rat,0.6,0.897591,1,382
15,rat,0.7,0.967437,1,382
15,rat,0.5,1.147344,1,382
15,rat,0.7,0.877538,1,382
15,rat,0.8,1.207491,1,382
15,rat,0.4,0.88754,1,382
15,rat,1,0.977568,0,382
15,rat,1,0.937174,1,382
15,rat,0.9,0.9475,0,382
15,rat,0.6,1.057936,1,382
15,rat,0.9,0.83719,0,382
15,rat,0.4,1.507503,1,382
15,rat,0.6,0.857549,1,382
15,rat,0.4,1.006555,1,382
15,rat,0.5,0.867534,1,382
15,rat,0.6,0.909002,1,382
15,rat,0.5,0.843492,1,382
15,rat,0.4,0.767253,1,382
15,rat,1,0.82754,1,382
15,rat,0.7,1.187476,1,382
15,rat,0.4,0.937459,1,382
15,rat,0.4,0.797549,1,382
15,rat,0.4,1.077486,1,382
15,rat,0.4,1.477506,1,382
15,rat,0.4,0.667498,0,382
15,rat,1,0.877488,1,382
15,rat,0.7,0.817486,0,382
15,rat,0.7,1.037564,1,382
15,rat,0.6,0.777447,1,382
15,rat,0.9,1.247602,0,382
15,rat,0.5,1.256915,0,382
15,rat,0.9,0.877572,1,382
15,rat,0.4,1.287484,1,382
15,rat,0.6,0.877597,1,382
15,rat,0.7,0.89761,1,382
15,rat,0.8,1.157566,1,382
15,rat,0.8,0.737539,1,382
15,rat,0.5,0.807553,1,382
15,rat,0.6,0.82745,1,382
15,rat,0.9,0.867509,0,382
15,rat,0.9,0.96744,1,382
15,rat,0.7,1.317505,1,382
15,rat,0.7,0.857505,0,382
15,rat,1,0.93743,1,382
15,rat,0.9,1.027324,1,382
15,rat,0.8,0.907503,0,382
15,rat,0.7,0.807524,0,382
15,rat,0.5,1.127474,1,382
15,rat,0.4,1.037388,1,382
15,rat,0.5,1.027479,0,382
15,rat,0.8,0.937163,1,382
15,rat,0.8,1.297448,1,382
15,rat,0.7,1.01753,1,382
15,rat,0.6,0.907451,0,382
15,rat,1,0.967437,0,382
15,rat,0.4,0.837496,1,382
15,rat,0.5,1.417563,1,382
15,rat,1,0.957478,1,382
15,rat,0.9,1.057517,1,382
15,rat,0.7,1.407367,1,382
15,rat,0.8,0.747496,1,382
15,rat,0.6,1.067553,0,382
15,rat,0.4,1.057171,1,382
15,rat,0.5,0.897539,0,382
15,rat,0.4,1.217489,1,382
15,rat,0.8,0.827374,0,382
15,rat,1,1.077066,0,382
15,rat,0.7,1.42747,0,382
15,rat,0.9,1.16739,1,382
15,rat,0.7,0.857495,1,382
15,rat,0.8,0.947441,0,382
15,rat,0.7,1.093473,1,382
15,rat,1,0.967445,1,382
15,rat,0.7,0.85365,1,382
15,rat,0.8,0.89748,1,382
15,rat,0.4,0.757434,1,382
15,rat,0.4,1.357471,0,382
15,rat,0.7,0.907417,1,382
15,rat,0.6,0.957587,1,382
15,rat,0.5,1.057007,1,382
15,rat,0.8,1.137518,1,382
15,rat,1,1.257451,1,382
15,rat,0.6,0.87754,0,382
15,rat,0.9,0.935822,1,382
15,rat,0.4,1.44749,0,382
15,rat,0.9,0.917331,0,382
15,rat,0.4,1.227522,1,382
15,rat,0.7,0.807486,0,382
15,rat,0.7,1.157989,0,382
15,rat,0.8,1.027717,1,382
15,rat,0.7,1.307422,0,382
15,rat,0.5,0.897485,0,382
15,rat,0.8,0.983365,1,382
15,rat,1,0.807552,0,382
15,rat,0.9,1.124911,0,382
15,rat,0.7,0.837487,1,382
15,rat,0.7,0.897507,1,382
15,rat,0.7,1.027573,0,382
15,rat,0.6,1.047437,1,382
15,rat,0.5,0.967835,0,382
15,rat,0.5,1.257455,1,382
15,rat,0.5,0.867511,1,382
15,rat,0.7,0.867632,1,382
15,rat,0.8,1.417536,1,382
15,rat,0.8,1.277428,1,382
15,rat,0.6,1.017517,0,382
15,rat,0.9,0.89763,1,382
15,rat,0.9,1.107538,0,382
15,rat,0.5,1.167418,0,382
15,rat,0.8,0.797969,0,382
15,rat,1,1.05409,1,382
15,rat,1,0.886728,1,382
15,rat,0.7,1.757364,1,382
15,rat,0.4,0.917437,1,382
15,rat,0.8,0.807634,1,382
15,rat,0.4,0.867529,1,382
15,rat,0.8,1.067472,0,382
15,rat,0.4,1.007438,1,382
15,rat,0.8,1.067433,0,382
15,rat,0.5,1.058577,1,382
15,rat,0.9,0.897443,0,382
15,rat,0.5,1.117461,0,382
15,rat,0.9,1.21699,1,382
15,rat,0.5,1.097499,0,382
15,rat,0.4,0.957088,1,382
15,rat,0.7,0.797183,1,382
15,rat,1,0.81748,1,382
15,rat,0.5,1.437511,0,382
15,rat,0.6,0.957565,1,382
15,rat,0.6,0.897443,1,382
15,rat,0.6,0.757418,1,382
15,rat,0.5,0.927466,1,382
15,rat,0.8,1.657392,1,382
15,rat,0.7,0.797504,0,382
15,rat,0.6,1.297446,0,382
15,rat,0.7,0.997555,1,382
15,rat,1,1.697561,1,382
15,rat,1,1.067519,0,382
15,rat,1,0.897503,0,382
15,rat,0.5,0.807744,1,382
15,rat,0.7,0.787499,1,382
15,rat,0.4,0.867728,1,382
15,rat,1,0.837253,1,382
15,rat,0.9,0.837452,0,382
15,rat,0.9,1.037553,0,382
15,rat,1,0.917613,1,382
15,rat,0.5,0.89749,0,382
15,rat,0.9,1.217576,1,382
15,rat,0.4,1.177434,0,382
15,rat,0.6,1.187506,1,382
15,rat,0.6,0.977434,1,382
15,rat,0.9,1.157594,1,382
15,rat,1,0.987499,0,382
15,rat,0.8,1.437465,1,382
15,rat,0.4,0.937521,0,382
15,rat,0.6,1.207523,0,382
15,rat,0.8,1.417451,1,382
15,rat,0.5,1.207436,1,382
15,rat,0.8,1.07745,1,382
15,rat,0.4,1.207537,0,382
15,rat,0.4,1.017451,1,382
15,rat,0.5,1.057388,1,382
15,rat,0.9,1.067488,0,382
15,rat,0.4,0.85757,1,382
15,rat,0.5,0.977488,1,382
15,rat,0.4,1.387465,0,382
15,rat,0.5,0.927405,1,382
15,rat,0.6,0.89939,1,382
15,rat,1,0.757454,1,382
15,rat,0.4,0.917471,0,382
15,rat,0.8,1.257474,0,382
15,rat,1,0.997549,1,382
15,rat,0.6,0.937537,1,382
15,rat,0.8,0.967483,0,382
15,rat,0.9,0.867407,0,382
15,rat,0.7,0.997442,1,382
15,rat,0.8,1.047373,1,382
15,rat,0.5,1.017253,1,382
15,rat,0.4,1.03742,0,382
15,rat,1,1.027528,0,382
15,rat,0.6,0.817409,0,382
15,rat,1,0.827419,1,382
15,rat,0.8,1.017382,1,382
15,rat,0.4,0.927627,1,382
15,rat,0.9,0.947304,0,382
15,rat,0.9,0.877745,1,382
15,rat,0.7,0.827632,1,382
15,rat,0.6,2.047426,1,382
15,rat,1,0.80751,1,382
15,rat,0.6,0.99751,0,382
15,rat,0.7,1.777397,1,382
15,rat,0.4,1.347567,1,382
15,rat,0.7,0.897527,1,382
15,rat,0.5,0.957434,1,382
15,rat,0.8,1.477506,1,382
15,rat,0.7,0.937519,0,382
15,rat,1,1.047472,0,382
15,rat,0.5,0.888814,1,382
15,rat,1,1.017466,1,382
15,rat,0.6,1.18717,0,382
15,rat,0.4,1.117472,1,382
15,rat,1,1.01735,1,382
15,rat,0.5,0.927438,1,382
15,rat,0.7,0.937427,1,382
15,rat,0.7,1.327485,1,382
15,rat,0.6,1.567505,0,382
15,rat,0.4,1.21749,0,382
15,rat,0.7,0.955512,1,382
15,rat,0.6,0.917247,0,382
15,rat,0.5,1.197421,0,382
15,rat,0.6,0.837518,1,382
15,rat,0.9,1.417492,1,382
15,rat,1,1.397497,1,382
15,rat,1,1.347467,1,382
15,rat,0.7,1.537465,1,382
15,rat,0.4,1.667483,1,382
15,rat,0.5,1.177511,1,382
15,rat,1,1.247476,1,382
15,rat,0.8,1.027509,1,382
15,rat,0.7,1.567394,1,382
15,rat,0.8,1.187498,1,382
15,rat,0.7,1.747396,1,382
15,rat,0.8,1.347459,1,382
15,rat,0.4,1.597506,0,382
15,rat,0.5,1.2569,1,382
15,rat,0.7,1.487451,1,382
15,rat,0.5,1.647481,1,382
15,rat,1,0.837453,1,382
15,rat,0.7,1.257131,1,382
15,rat,0.5,1.157475,1,382
15,rat,0.6,0.907473,1,382
15,rat,1,1.397436,1,382
15,rat,1,1.007491,1,382
15,rat,0.8,1.107431,0,382
15,rat,0.9,1.577432,1,382
15,rat,0.6,0.747517,1,382
15,rat,0.9,1.347496,1,382
15,rat,0.5,1.267423,0,382
15,rat,0.7,1.167374,1,382
15,rat,0.5,0.727476,0,382
15,rat,0.9,1.137558,0,382
15,rat,1,1.137401,0,382
15,rat,0.7,1.055225,1,382
15,rat,0.7,1.617398,1,382
15,rat,0.9,1.337502,1,382
15,rat,0.8,0.777445,1,382
15,rat,0.8,0.90738,1,382
15,rat,0.5,1.407387,0,382
15,rat,1,1.34745,0,382
15,rat,0.7,1.127643,0,382
15,rat,0.8,0.847474,1,382
15,rat,0.7,0.976999,1,382
15,rat,0.8,0.927523,0,382
15,rat,0.7,1.607444,1,382
15,rat,0.5,0.917526,1,382
15,rat,1,0.847428,1,382
15,rat,0.7,0.927406,0,382
15,rat,0.7,1.547358,1,382
15,rat,0.4,1.207553,0,382
15,rat,0.6,0.956936,0,382
15,rat,1,1.247526,0,382
15,rat,0.9,1.347473,1,382
15,rat,0.8,0.987267,1,382
15,rat,0.9,0.877437,1,382
15,rat,1,1.037538,0,382
15,rat,1,0.797507,0,382
15,rat,0.4,1.357432,0,382
15,rat,0.5,0.777484,1,382
15,rat,0.7,0.767433,1,382
15,rat,0.6,1.427478,1,382
15,rat,0.7,0.967497,1,382
15,rat,0.8,1.057457,1,382
15,rat,0.4,0.927186,1,382
15,rat,0.9,1.267413,0,382
15,rat,0.8,1.045976,1,382
15,rat,1,1.797473,1,382
15,rat,1,1.307399,1,382
15,rat,0.9,1.437438,1,382
15,rat,0.9,0.967338,1,382
15,rat,0.5,0.867477,1,382
15,rat,0.6,1.107568,1,382
15,rat,0.8,0.947473,0,382
15,rat,0.9,1.317422,1,382
15,rat,0.6,0.857509,0,382
15,rat,0.7,1.13715,1,382
15,rat,0.9,1.487434,1,382
15,rat,0.5,1.667377,1,382
15,rat,0.8,1.367458,0,382
15,rat,0.7,1.686914,1,382
15,rat,0.5,1.457371,1,382
15,rat,0.4,1.107497,0,382
15,rat,0.9,1.267442,1,382
15,rat,1,0.957466,1,382
15,rat,0.5,1.267418,1,382
15,rat,1,1.397448,1,382
15,rat,1,0.917439,1,382
15,rat,0.9,0.707464,1,382
15,rat,0.7,0.967512,1,382
15,rat,0.4,0.7275,1,382
15,rat,0.7,0.917525,1,382
15,rat,0.7,1.307413,1,382
15,rat,0.7,0.877481,1,382
15,rat,0.4,0.89752,1,382
15,rat,1,1.467252,0,382
15,rat,0.6,1.547199,1,382
15,rat,1,1.11751,1,382
15,rat,0.9,1.557521,1,382
15,rat,1,1.547449,1,382
15,rat,0.4,1.097422,1,382
15,rat,1,1.617516,1,382
15,rat,0.8,0.957213,1,382
15,rat,0.6,1.047436,1,382
15,rat,0.6,0.937485,0,382
15,rat,0.9,1.027008,1,382
15,rat,0.4,0.9778,1,382
15,rat,0.8,0.867295,1,382
15,rat,0.7,1.607478,0,382
15,rat,0.9,0.957481,0,382
15,rat,0.9,0.847409,1,382
15,rat,0.9,1.3375,1,382
15,rat,0.8,0.797515,1,382
15,rat,0.9,1.097115,1,382
15,rat,0.8,1.357506,1,382
15,rat,0.6,1.497505,0,382
15,rat,0.6,1.706939,0,382
15,rat,0.6,0.986954,1,382
15,rat,0.5,0.997659,0,382
15,rat,0.6,0.84749,1,382
15,rat,1,0.997495,1,382
15,rat,0.4,1.067463,0,382
15,rat,0.7,1.217433,1,382
15,rat,0.6,0.977444,0,382
15,rat,0.5,0.89757,1,382
15,rat,1,1.227338,1,382
15,rat,0.8,1.427432,1,382
15,rat,0.6,0.91753,1,382
15,rat,0.4,1.057471,1,382
15,rat,0.5,0.807506,1,382
15,rat,0.7,1.03749,1,382
15,rat,0.8,0.98752,1,382
15,rat,0.5,1.167216,0,382
15,rat,0.5,1.097478,0,382
15,rat,0.9,0.896744,0,382
15,rat,0.7,0.847456,0,382
15,rat,0.7,0.857622,1,382
15,rat,0.9,1.227522,1,382
15,rat,1,1.277493,1,382
15,rat,0.7,0.897375,0,382
15,rat,0.9,1.027436,0,382
15,rat,0.6,0.947529,0,382
15,rat,0.4,1.157323,0,382
15,rat,0.5,1.067446,0,382
15,rat,0.8,0.976938,1,382
15,rat,0.8,0.987506,1,382
15,rat,0.8,0.947494,1,382
15,rat,0.7,0.88745,1,382
15,rat,0.4,0.997422,1,382
15,rat,0.7,0.967384,1,382
15,rat,1,0.867358,0,382
15,rat,0.9,1.487335,1,382
15,rat,0.6,1.077489,0,382
15,rat,0.9,0.887457,0,382
15,rat,0.8,0.787393,0,382
15,rat,0.8,1.517545,1,382
15,rat,0.4,0.9875,1,382
15,rat,0.6,0.997439,1,382
15,rat,1,1.077432,1,382
15,rat,0.9,1.077455,1,382
15,rat,0.9,0.937402,1,382
15,rat,0.9,1.047501,1,382
15,rat,0.7,1.437489,1,382
15,rat,1,1.457475,1,382
15,rat,0.4,1.027498,0,382
15,rat,0.4,0.997419,1,382
15,rat,1,0.977336,1,382
15,rat,0.9,1.217499,1,382
15,rat,0.8,1.097251,0,382
15,rat,0.7,1.037518,1,382
15,rat,1,1.317477,1,382
15,rat,0.7,1.597478,1,382
15,rat,0.9,1.407452,1,382
15,rat,0.6,0.99749,0,382
15,rat,0.7,1.577421,1,382
15,rat,0.8,1.237499,1,382
15,rat,0.8,1.557527,0,382
15,rat,0.7,0.99747,1,382
15,rat,0.9,0.967527,1,382
15,rat,0.4,1.527503,1,382
15,rat,0.6,1.917463,0,382
15,rat,1,1.147004,1,382
15,rat,0.6,0.977462,1,382
15,rat,0.4,1.28747,0,382
15,rat,0.4,1.055166,0,382
15,rat,0.7,1.127295,0,382
15,rat,0.8,1.117375,1,382
15,rat,0.7,1.007448,1,382
15,rat,0.7,1.647022,1,382
15,rat,0.9,1.247512,1,382
15,rat,0.9,1.017486,1,382
15,rat,0.9,0.727512,1,382
15,rat,0.6,1.007424,1,382
15,rat,0.6,0.94737,0,382
15,rat,0.6,0.897464,1,382
15,rat,0.6,1.237537,1,382
15,rat,0.8,1.147469,1,382
15,rat,0.8,1.06748,0,382
15,rat,0.7,1.527474,0,382
15,rat,0.7,0.797437,1,382
15,rat,0.9,1.057421,0,382
15,rat,0.5,0.837415,0,382
15,rat,0.6,0.877538,1,382
15,rat,0.9,1.067454,1,382
15,rat,0.7,1.269333,1,382
15,rat,0.4,1.517404,1,382
15,rat,1,0.967503,0,382
15,rat,0.4,0.947354,0,382
15,rat,0.9,1.267719,1,382
15,rat,1,0.957291,1,382
15,rat,1,1.157452,1,382
15,rat,0.6,1.077472,0,382
15,rat,0.4,1.477449,0,382
15,rat,0.9,0.797359,1,382
15,rat,0.7,2.067482,1,382
15,rat,0.5,0.99605,0,382
15,rat,0.7,1.007518,1,382
15,rat,0.7,1.09749,0,382
15,rat,0.9,1.287469,0,382
15,rat,0.5,1.127406,1,382
15,rat,0.6,0.947441,1,382
15,rat,0.9,1.117095,1,382
15,rat,0.7,1.317437,0,382
15,rat,0.9,1.037406,1,382
15,rat,1,1.657487,1,382
15,rat,0.7,1.187489,0,382
15,rat,0.6,1.16316,1,382
15,rat,0.9,1.357466,1,382
15,rat,0.9,1.40742,1,382
15,rat,1,1.397157,1,382
15,rat,0.4,1.327436,1,382
15,rat,0.8,1.207406,0,382
15,rat,0.5,1.627346,1,382
15,rat,0.5,0.857478,1,382
15,rat,0.6,1.437465,1,382
15,rat,0.7,1.317538,1,382
15,rat,0.4,0.997506,1,382
15,rat,0.9,1.137476,1,382
15,rat,0.6,0.967348,1,382
15,rat,0.7,1.187434,0,382
15,rat,0.9,0.987471,1,382
15,rat,1,1.327116,1,382
15,rat,0.7,1.63118,1,382
15,rat,0.7,0.957451,1,382
15,rat,0.8,1.357455,0,382
15,rat,0.7,0.847405,0,382
15,rat,0.8,1.127549,1,382
15,rat,0.6,1.078703,0,382
15,rat,0.5,1.417503,0,382
15,rat,0.9,1.317398,1,382
15,rat,0.4,1.067361,0,382
15,rat,0.6,1.007487,1,382
15,rat,0.4,1.367458,1,382
15,rat,0.8,1.25738,1,382
15,rat,0.8,0.95761,0,382
15,rat,0.8,1.507422,0,382
15,rat,0.9,0.967482,1,382
15,rat,0.5,1.117402,1,382
15,rat,0.5,1.557253,1,382
15,rat,0.6,1.287313,1,382
15,rat,0.9,1.457465,1,382
15,rat,0.6,1.497489,1,382
15,rat,0.6,2.007321,1,382
15,rat,1,0.977386,1,382
15,rat,1,1.387342,1,382
15,rat,0.6,1.137468,0,382
15,rat,0.7,1.047472,0,382
15,rat,0.6,0.967478,1,382
15,rat,0.4,1.107468,1,382
15,rat,1,1.496759,1,382
15,rat,0.8,1.027164,1,382
15,rat,0.7,1.037396,0,382
15,rat,0.8,1.137453,1,382
15,rat,0.5,1.197357,0,382
15,rat,0.7,1.067466,0,382
15,rat,0.5,0.837527,0,382
15,rat,0.5,1.127463,0,382
15,rat,0.5,0.887467,0,382
15,rat,0.7,0.917559,0,382
15,rat,0.5,0.987551,0,382
15,rat,0.6,1.286896,0,382
15,rat,0.9,1.097506,0,382
15,rat,0.6,1.377462,1,382
15,rat,0.5,1.067402,0,382
15,rat,1,0.967488,1,382
15,rat,0.7,1.447434,1,382
15,rat,0.7,1.047038,1,382
15,rat,0.7,0.977551,1,382
15,rat,0.9,1.627212,1,382
15,rat,1,1.407464,1,382
15,rat,1,1.437221,0,382
15,rat,0.9,0.917343,1,382
15,rat,0.8,1.497475,1,382
15,rat,0.8,1.037433,1,382
15,rat,0.8,1.397436,1,382
15,rat,0.6,0.998137,0,382
15,rat,0.8,0.89736,1,382
15,rat,0.7,0.867445,1,382
15,rat,0.6,1.541287,0,382
15,rat,0.7,1.597285,1,382
15,rat,0.4,1.077431,1,382
15,rat,0.9,0.957469,1,382
15,rat,0.4,1.077367,1,382
15,rat,0.7,1.337481,0,382
15,rat,0.7,0.957528,1,382
15,rat,0.8,0.817391,1,382
15,rat,0.6,0.93148,1,382
15,rat,0.4,1.067476,0,382
15,rat,0.9,1.017457,1,382
15,rat,0.8,1.37744,1,382
15,rat,0.9,0.907638,1,382
15,rat,0.6,1.147454,1,382
15,rat,0.5,1.017434,1,382
15,rat,0.8,1.267241,1,382
15,rat,0.7,1.427403,1,382
15,rat,0.8,1.047403,1,382
15,rat,0.5,1.067478,1,382
15,rat,0.7,1.047437,0,382
15,rat,0.6,1.277304,1,382
15,rat,0.6,0.897467,1,382
15,rat,0.6,0.89738,1,382
15,rat,0.9,1.037406,1,382
15,rat,0.6,1.167506,0,382
15,rat,0.9,1.047447,1,382
15,rat,0.6,1.127437,1,382
15,rat,0.5,0.937436,1,382
15,rat,1,1.307468,1,382
15,rat,0.6,1.597436,1,382
15,rat,0.8,1.717397,1,382
15,rat,0.4,1.237491,1,382
15,rat,0.4,1.057253,1,382
15,rat,1,1.027407,1,382
15,rat,0.6,1.527454,0,382
15,rat,0.8,0.927431,1,382
15,rat,0.7,1.64718,1,382
15,rat,0.5,1.237391,0,382
15,rat,0.5,1.007505,1,382
15,rat,0.8,1.327391,1,382
15,rat,0.7,1.317511,1,382
15,rat,0.8,1.287437,1,382
15,rat,0.9,1.327445,0,382
15,rat,0.8,1.137387,0,382
15,rat,0.4,0.987616,1,382
15,rat,0.9,0.9474,0,382
15,rat,0.6,1.10752,0,382
15,rat,0.6,0.987556,0,382
15,rat,1,0.967388,0,382
15,rat,0.5,1.247421,0,382
15,rat,0.4,0.887382,0,382
15,rat,0.6,1.197719,0,382
15,rat,0.4,0.946919,0,382
15,rat,0.7,0.767424,1,382
15,rat,0.7,0.827431,1,382
15,rat,0.9,1.277374,1,382
15,rat,0.5,1.447421,1,382
15,rat,0.5,1.22738,0,382
15,rat,0.6,0.927199,1,382
15,rat,1,1.347384,1,382
15,rat,0.5,1.167392,1,382
15,rat,0.6,0.917151,1,382
15,rat,0.9,1.367459,1,382
15,rat,0.4,1.507493,1,382
15,rat,0.7,0.91745,1,382
15,rat,0.6,0.877168,1,382
15,rat,1,1.437385,1,382
15,rat,0.6,0.997431,1,382
15,rat,0.7,0.800181,1,382
15,rat,1,0.797338,0,382
15,rat,0.8,1.256854,1,382
15,rat,0.8,1.037468,1,382
15,rat,0.9,1.067523,1,382
15,rat,0.8,1.087283,1,382
15,rat,1,1.04748,0,382
15,rat,0.7,0.917378,0,382
15,rat,0.7,1.357388,1,382
15,rat,0.8,1.017487,1,382
15,rat,1,0.997418,1,382
15,rat,0.7,1.947247,1,382
15,rat,0.7,1.347384,1,382
15,rat,0.8,1.557449,1,382
15,rat,0.6,1.077424,1,382
15,rat,0.7,0.987542,1,382
